supplier code,BI number,Raw material description SAP,Supplier/Other material name,supplier name
757289,228997,Pulverized Acid Dried Kaolin ,ASP 600 25KG 5M1,BASF Corporation
757289,228997,ASP 600 25KG 5M1,ASP 600 25KG 5M1,BASF Corporation
757289,228997,Pulverized Acid Dried Kaolin ,"ASP 170 22,68KG 5M1",BASF Corporation
757289,228997,"ASP 170 22,68KG 5M1","ASP 170 22,68KG 5M1",BASF Corporation
757289,228997,Pulverized Acid Dried Kaolin ,"ASP 600 453,592KG 13H2",BASF Corporation
757289,228997,"ASP 600 453,592KG 13H2","ASP 600 453,592KG 13H2",BASF Corporation
757827,679955,arylalkyl biphenylolpolyglycol ether ,LUCRAMUL DA 300 60KG 1H2,LEVACO Chemicals GmbH
757827,960271,LUCRAMUL DA PRIME ,LUCRAMUL DA PRIME 130KG 1H2,LEVACO Chemicals GmbH
758554,99366,"Solvent naphtha (petroleum), light arom. (NAM;BI)",SOLVENT NAPHTHA LIGHT AROMATIC,EXXON MOBIL CORPORATION
760737,238077,ROHAGIT SD 9523 1000KG 31HA1,ROHAGIT SD 9523 1000KG 31HA1,Synthomer Deutschland Gm
760737,238077,Rohagit SD 9523 ,ROHAGIT SD 9523 1000KG 31HA1,Synthomer Deutschland GmbH
760737,274524,PLEXTOL X 4002 1000KG 31HA1,PLEXTOL X 4002 1000KG 31HA1,Synthomer Deutschland Gm
760737,274524,Aqueous dispersion of a self-crosslinking acrylic polymer based on 1-ethylhexyl acrylate ,PLEXTOL X 4002 1000KG 31HA1,Synthomer Deutschland GmbH
760737,274525,PLEXTOL X 4981 1000kg 31HA,PLEXTOL X 4981 1000kg 31HA,Synthomer Deutschland Gm
760737,274525,Aqueous dispersion of a methacrylic ester-acrylic ester copolymer ,PLEXTOL X 4981 1000kg 31HA,Synthomer Deutschland GmbH
760737,305599,LIPATON SB 30Y160 1000KG 31HA1,LIPATON SB 30Y160 1000KG 31HA1,Synthomer Deutschland Gm
760737,305599,LIPATON SB 30Y160 1000KG 31HA1,LIPATON SB 30Y160 1000KG 31HA1,Synthomer Deutschland Gm
760737,305599,Styrene-butadiene copolymer dispersion ,LIPATON SB 30Y160 1000KG 31HA1,Synthomer Deutschland GmbH
760737,321877,Revacryl AE 3723 1000KG 31H1,Revacryl AE 3723 1000KG 31H1,Synthomer Deutschland Gm
760737,321877,Aqueous dispersion of a copolymerisate based on styrol and n-butylacrylate ,Revacryl AE 3723 1000KG 31H1,Synthomer Deutschland GmbH
760737,321878,REVACRYL AE 4625,REVACRYL AE 4625,Synthomer Deutschland Gm
760737,321878,aqueous solution of a copolymerisate of styrol and n-butyl acrylate appr. 50 % ,REVACRYL AE 4625,Synthomer Deutschland GmbH
760737,321878,REVACRYL AE 4625 1000KG 31HA1,REVACRYL AE 4625 1000KG 31HA1,Synthomer Deutschland Gm
760737,321878,aqueous solution of a copolymerisate of styrol and n-butyl acrylate appr. 50 % ,REVACRYL AE 4625 1000KG 31HA1,Synthomer Deutschland GmbH
760737,321879,LIPATON SB 2540,LIPATON SB 2540,Synthomer Deutschland Gm
760737,321879,"Aqueous dispersion of a copolymerisate from styrol and 1,3-butadiene ",LIPATON SB 2540,Synthomer Deutschland GmbH
760737,384514,REVACRYL AE 3737,REVACRYL AE 3737,Synthomer Deutschland Gm
760737,384514,Aqueous dispersion of a copolymer of styrene and n-butylacrylate ,REVACRYL AE 3737,Synthomer Deutschland GmbH
760737,551804,"Aqueous, high solids dispersion of an acrylic ester copolymer ",PLEXTOL D 324,Synthomer Deutschland GmbH
760737,689905,Dispersion of a carboxylated styrene-butadiene copolymer ,LIPATON SB 29Y146,Synthomer Deutschland GmbH
760737,689905,Dispersion of a carboxylated styrene-butadiene copolymer ,LIPATON SB 29Y146 1000KG 31HA1,Synthomer Deutschland GmbH
760737,727121,Lipaton SB 29Y141 ,LIPATON SB 29Y141 1000KG R-IBC,Synthomer Deutschland GmbH
760737,861915,aqueous dispersion of a styrene-butadiene copolymer ,LIPATON SB 5843 1000KG 31HA1,Synthomer Deutschland GmbH
760737,861915,aqueous dispersion of a styrene-butadiene copolymer ,LIPATON SB 5843,Synthomer Deutschland GmbH
760946,341703,FILTERZAND 0.2-0.8 MM \ PPL3,FILTERZAND 0.2-0.8 MM \ PPL3,FILCOM BV
760946,341703,Quartz (SiO2) (NAM;BI),FILTERZAND 0.2-0.8 MM \ PPL3,FILCOM BV
760946,341703,FILTERZAND 0.5-0.8 MM,FILTERZAND 0.5-0.8 MM,FILCOM BV
760946,341703,Quartz (SiO2) (NAM;BI),FILTERZAND 0.5-0.8 MM,FILCOM BV
760946,341703,FILTERZAND 2.0-4.0 MM,FILTERZAND 2.0-4.0 MM,FILCOM BV
760946,341703,Quartz (SiO2) (NAM;BI),FILTERZAND 2.0-4.0 MM,FILCOM BV
760946,341703,"FILTERZAND 1,7 - 4,0 MM","FILTERZAND 1,7 - 4,0 MM",FILCOM BV
760946,341703,Quartz (SiO2) (NAM;BI),"FILTERZAND 1,7 - 4,0 MM",FILCOM BV
760946,341703,FILTERZAND 0.2-0.8 MM,FILTERZAND 0.2-0.8 MM,FILCOM BV
760946,341703,Quartz (SiO2) (NAM;BI),FILTERZAND 0.2-0.8 MM,FILCOM BV
762581,60891,LITHIUM HYDROXIDE MONOHYDRATE,LITHIUM HYDROXIDE,COLONIAL CHEMICAL SOLUTI
762581,60891,"Lithium hydroxide, monohydrate ",LITHIUM HYDROXIDE MONOHYDRATE,COLONIAL CHEMICAL SOLUTIONS INC
765418,268758,Calcium carbonate (Limestone) (NAM;BI),BELL MINE HIGH CALCIUM PULVERIZD LIMESTN,GRAYMONT PA INC
765418,268758,BELL MINE HIGH CALCIUM PULVERIZD LIMESTN,BELL MINE HIGH CALCIUM PULVERIZD LIMESTN,GRAYMONT PA INC
766097,26435,CAUSTIC SODA 48%,CAUSTIC SODA 48%,DHOOT INDUSTRIAL FINANCE
766097,26435,Sodium hydroxide solution 45% - 60% ,CAUSTIC SODA 48%,DHOOT INDUSTRIAL FINANCE LIMITED
7663,24097,PBG GRANULATED SUGAR,PBG KRISTALLZUCKER,Südzucker AG
7663,266245,Saccharose aqueous solution 66%-68% ,LIQUID SUGAR 66.5%,Südzucker AG
7663,266245,LIQUID SUGAR 66.5%,"FLÜSSIGZUCKER 66,5 %",Südzucker AG
767298,89968,2-amino-2-methylpropanol ,AMP 90 (EB) 18KG 3H1,POINTNER & ROTHSCHADL
767298,89968,AMP 90 (EB) 18KG 3H1,AMP 90 (EB) 18KG 3H1,POINTNER & ROTHSCHADL
767298,89968,AMP 90 (EB) 18KG 3H1,AMP 90 (EB) 18KG 3H1,POINTNER & ROTHSCHADL
767298,89968,2-amino-2-methylpropanol ,AMP 90 (EB) 195kg 1A1,POINTNER & ROTHSCHADL
767298,89968,AMP 90 (EB) 195kg 1A1,AMP 90 (EB) 195kg 1A1,POINTNER & ROTHSCHADL
767298,89968,AMP 90 (EB) 195kg 1A1,AMP 90 (EB) 195kg 1A1,POINTNER & ROTHSCHADL
767298,322009,Polymer blend based on polyvinyl alcohol and silane ,ELOTEX SEAL 80 10KG 5M2,POINTNER & ROTHSCHADL
767298,322009,ELOTEX SEAL 80 10KG 5M2,ELOTEX SEAL 80 10KG 5M2,POINTNER & ROTHSCHADL
767298,455980,Eloset 542 ,Eloset 542 25KG 5M1,POINTNER & ROTHSCHADL
768989,238016,"Syrups, hydrolyzed starch ",Corn Syrup Globe 10230,CARGILL DE MEXICO SA DE CV
768989,238016,Corn Syrup Globe 10230,Corn Syrup Globe 10230,CARGILL DE MX SA DE
769814,307578,silica sand ,CONGLETON 50,SIBELCO UK LIMITED
769814,307578,CONGLETON 50,CONGLETON 50,SIBELCO UK LIMITED
769814,307578,silica sand ,"REDHILL T SAND 0,1-0,5MM",SIBELCO UK LIMITED
769814,307578,"REDHILL T SAND 0,1-0,5MM","REDHILL T SAND 0,1-0,5MM",SIBELCO UK LIMITED
769814,307578,silica sand ,Sand 8/16,SIBELCO UK LIMITED
769814,307578,silica sand ,Sand 16/30 25kg 5M1,SIBELCO UK LIMITED
769814,307578,Sand 16/30 25kg 5M1,Sand 16/30 25kg 5M1,SIBELCO UK LIMITED
769814,307600,Quartz (SiO2) (NAM;BI),Silverbond M10 (Kwartsmeel),SIBELCO UK LIMITED
769814,307600,Silverbond M10 (Kwartsmeel),Silverbond M10 (Kwartsmeel),SIBELCO UK LIMITED
769939,24097,Sucrose ,CRYSTAL SUGAR,Univar Solutions AG
769939,24097,CRYSTAL SUGAR,FEINKRISTALLZUCKER,Univar Solutions AG
769939,35360,Diiron trioxide (BAYFERROX) (NAM;BI),"BAYFERROX ROT 225, SA 25kg 5M1",Univar Solutions AG
769939,35360,"BAYFERROX ROT 225, SA 25kg 5M1","BAYFERROX ROT 225, SA 25kg 5M1",Univar Solutions AG
769939,58890,Sodium Polymetaphosphate ,SODIUM POLYPHOSPHATE,Univar Solutions AG
769939,89968,2-amino-2-methylpropanol ,AMP 90 (EB) 950KG 31H1,Univar Solutions AG
769997,530689,"2,2'-Azodi(2,4-dimethylvaleronitrile) (NAM;BI)",V-65B POLYME INITIATOR,FUJIFILM WAKO CHEMICALS USA CORPORA
770085,322019,SILIKAL 1042 M ,SILIKAL 1042 M 180kg 1A1,Silikal GmbH
770085,322019,SILIKAL 1042 M 180kg 1A1,SILIKAL 1042 M 180kg 1A1,Silikal GmbH
773703,14565,Dipropylenglykol 1000kg 31HA 3,Dipropylenglykol 1000kg 31HA 3,PCI Bauprodukte AG
773703,238074,Sodium thiocyanate 50-55% sol.,Natriumthiocyanat 50%-55% Lsg.,PCI Bauprodukte AG
773704,241499,SODIUM ALUMINATE SOL.45% 1500KG 31HA1,SODIUM ALUMINATE SOL.45% 1500KG 31HA1,MBS Building Systems LLC
773704,274589,MECELLOSE FMC 60150 20KG 5M2,MECELLOSE FMC 60150 20KG 5M2,MBS Building Systems LLC
773704,302249,DRAMIX RC 80/30 BP 20KG 5M1,DRAMIX RC 80/30 BP 20KG 5M1,MBS Building Systems LLC
773704,302271,FLUXER DRY MIX 115 25KG 5M2,FLUXER DRY MIX 115 25KG 5M2,MBS Building Systems LLC
773704,396715,"PANACEA DRY 6,4 MM 20KG 5M2","PANACEA DRY 6,4 MM 20KG 5M2",MBS Building Systems LLC
774150,522169,"2,2'-Ethylenedioxydiethyl bis(2-ethylhexanoate) stabilised (NAM;BI)",TEG (EH) 200KG 1A1,OQ Chemicals GmbH
774150,782367,OXFILM 351 ,RX074219 OXFILM 351,OQ Chemicals GmbH
774880,9.6E+11,Vinplast 245,Vinplast 245,VINATI ORGANICS LTD
7751,313191,RX07065R WUEKONIL LP 63,RX07065R WUEKONIL LP 63,Süddeutsche Emulsions-Ch
7751,313191,WUEKONIL LP 63 ,RX07065R WUEKONIL LP 63,Süddeutsche Emulsions-Chemie GmbH
77529,68446,"Peroxide, dibenzoyl 75% ",LUCIPAL 20S,Nouryon Functional Chemicals B.V.
776726,78482,PANGEL BSF 1 22KG 5M1,PANGEL BSF 1 22KG 5M1,MB Solutions Constructio
776726,81609,ACTICIDE MBS 25KG 3H1,ACTICIDE MBS 25KG 3H1,MB Solutions Constructio
779624,244473,CARBOFEN 6060 1000KG 13H2,CARBOFEN 6060 1000KG 13H2,POLYTRADE INDUSTRIA E CO
779624,244473,"Rosin, fumarated ",CARBOFEN 6060 1000KG 13H2,POLYTRADE INDUSTRIA E COMERCIO LTDA
779624,244473,"Rosin, fumarated ",CARBOFEN 6060 25kg IP32,POLYTRADE INDUSTRIA E COMERCIO LTDA
779624,244473,CARBOFEN 6060,CARBOFEN 6060,POLYTRADE INDUSTRIA E CO
779624,244473,"Rosin, fumarated ",CARBOFEN 6060,POLYTRADE INDUSTRIA E COMERCIO LTDA
78083,26435,Sodium hydroxide solution 45% - 60% ,CAUSTIC SODA SOL. 50%,AK-KIM KIMYA Sanayi VE TICARET A.S.
78083,36132,Aluminium sulfate 17/18% Pwd.,Aluminium sulfate 17/18% Pwd.,AK-KIM KIMYA Sanayi VE T
78083,36132,ALUMINIUM SULFATE 17/18% PLV.,Aluminium sulfate 17/18% Pwd.,AK-KIM KIMYA Sanayi VE TICARET A.S.
78083,66168,Aluminum sulphate solution ,ALUMINUM SULPHATE 48.5% SOLUTION,AK-KIM KIMYA Sanayi VE TICARET A.S.
783697,464267,"Mixture of Portland Cement, Limestone and Gypsum ","WHITE CEMENT 52,5 R",CIMSA CIMENTO SANAYI VE
784547,22561,Calcium Carbonate ,CAL CARB OMYACARB 2M,LIPSCOMB CHEMICAL CO
784547,22561,CAL CARB OMYACARB 2M,CAL CARB OMYACARB 2M,LIPSCOMB CHEMICAL CO
784547,268880,Arbocel 5FT ,ARBOCEL 5FT,LIPSCOMB CHEMICAL CO
784865,238115,MAGNESIUM LIGNOSULPHONATE,MAGNESIUM LIGNOSULPHONATE,CAIMA-INDÚSTRIA DE CELUL
784865,238115,MAGNESIUM LIGNOSULPHONATE,MAGNESIUM LIGNOSULPHONATE,CAIMA-INDÚSTRIA DE CELUL
784865,238115,MAGNESIUM LIGNOSULPHONATE,MAGNESIUM LIGNOSULPHONATE,CAIMA-INDÚSTRIA DE CELUL
784865,238115,"Lignosulfonic acid,magnesium salt solution 30-60% ",MAGNESIUM LIGNOSULPHONATE,"CAIMA-INDUSTRIA DE CELULOSE, S.A."
786023,238004,GLUCONATO DE SODIO LIQUIDO,GLUCONATO DE SODIO LIQUIDO,"ROQUETTE LAISA ESPAÑA,S."
786023,238004,Natriumgluconat EMF 1240 ,GLUCONATO DE SODIO LIQUIDO,"ROQUETTE LAISA ESPAÑA,S.A."
786023,238016,GLUCOSE SYRUP / NEOSORB 70/70 V1,GLUCOSE SYRUP / NEOSORB 70/70 V1,"ROQUETTE LAISA ESPAÑA,S."
786023,238016,"Syrups, hydrolyzed starch ",GLUCOSE SYRUP / NEOSORB 70/70 V1,"ROQUETTE LAISA ESPAÑA,S.A."
786693,35369,BAYFERROX 920 AMARILLO 20kg 5M1,BAYFERROX 920 AMARILLO 20KG 5M1,COMERCIAL COLL VILA 324
786693,35369,Iron hydroxide oxide yellow ,BAYFERROX 920 AMARILLO 20kg 5M1,"COMERCIAL COLL VILA 324, S.L."
786693,69394,BAYFERROX 318 M NEGRO 25kg 5M1,BAYFERROX 318 M NEGRO 25KG 5M1,COMERCIAL COLL VILA 324
786693,69394,Triiron tetraoxide ,BAYFERROX 318 M NEGRO 25kg 5M1,"COMERCIAL COLL VILA 324, S.L."
78669,124245,DIETHYLENE GLYCOL. 1000KG 31HA1,DIETHYLENE GLYCOL.,PETKIM PETROKIMYA HOLDIN
78669,124245,Diethylene glycol ,DIETHYLENE GLYCOL. 1000KG 31HA1,PETKIM PETROKIMYA HOLDING A.S.
78669,268634,CRUDE GLYCOL,CRUDE GLYCOL,PETKIM PETROKIMYA HOLDIN
78669,268634,Crude Glycols 60% ,CRUDE GLYCOL,PETKIM PETROKIMYA HOLDING A.S.
786887,89261,PASTAS - ROJO EMULPAST 101-mod/1 17507 ,EMULPAST ROJO 101 25kg 5M1,FRED COLOR SL
786887,89261,EMULPAST ROJO 101 25kg 5M1,EMULPAST ROJO 101 25KG 5M1,FRED COLOR SL
786887,237323,YELLOW ALQUIPAST 74 ,ALQUIPAST AMARILLO 74 25KG 1A2,FRED COLOR SL
786887,238054,RED EMULPAST 243 ,EMULPAST RED 243 30KG 1H2,FRED COLOR SL
786887,238054,EMULPAST RED 243 30KG 1H2,EMULPAST ROJO 243 30KG 1H2,FRED COLOR SL
786887,238774,YELLOW EMULPAST 42 ,EMULPAST AMARILLO 42 25KG 1H2,FRED COLOR SL
786887,238774,EMULPAST AMARILLO 42 25KG 1H2,EMULPAST AMARILLO 42 25KG 1H2,FRED COLOR SL
786887,238776,EMULPAST YELLOW 74 20KG 1H2,EMULPAST YELLOW 74 20KG 1H2,FRED COLOR SL
786887,238793,WHITE EMULPAST 6 ,EMULPAST WHITE 6 25KG 1H2,FRED COLOR SL
786887,238793,EMULPAST WHITE 6 25KG 1H2,EMULPAST WHITE 6 25KG 1H2,FRED COLOR SL
786887,238823,OCHRE EPOXIPAST 42 ,OCRE EPOXIPAST 42 25KG 1H2,FRED COLOR SL
786887,238823,OCRE EPOXIPAST 42 25KG 1H2,OCRE EPOXIPAST 42 25KG 1H2,FRED COLOR SL
786887,238824,YELLOW EPOXIPAST 74 ,EPOXIPAST AMARILLO 74 25KG 1H2,FRED COLOR SL
786887,238824,EPOXIPAST AMARILLO 74 25KG 1H2,EPOXIPAST AMARILLO 74 25KG 1H2,FRED COLOR SL
786887,238825,EPOXIPAST AZUL 153 25KG 3H1,EPOXIPAST AZUL 153 25KG 3H1,FRED COLOR SL
786887,238825,BLUE EPOXIPAST 153 ,EPOXIPAST AZUL 153 25KG 3H1,FRED COLOR SL
786887,238825,EPOXIPAST AZUL 153 25KG 3H1,EPOXIPAST AZUL 153 25KG 3H1,FRED COLOR SL
786887,238936,BLUE EPOXIPAST 28 ,EPOXIPAST AZUL 28 25KG 1H2,FRED COLOR SL
786887,238936,EPOXIPAST AZUL 28 25KG 1H2,EPOXIPAST AZUL 28 25KG 1H2,FRED COLOR SL
786887,238938,BLACK EPOXIPAST 303T ,EPOXIPAST NEGRO 303 T 25KG 1H2,FRED COLOR SL
786887,238938,EPOXIPAST NEGRO 303 T 25KG 1H2,EPOXIPAST NEGRO 303 T 25KG 1H2,FRED COLOR SL
786887,238942,RED EPOXIPAST 101 ,EPOXIPAST ROJO 101 25kg 5M1,FRED COLOR SL
786887,238942,EPOXIPAST ROJO 101 25kg 5M1,EPOXIPAST ROJO 101 25KG 5M1,FRED COLOR SL
786887,238944,MAGENTA EPOXIPAST 122 25KG 1H2,MAGENTA EPOXIPAST 122 25KG 1H2,FRED COLOR SL
786887,238949,RED EPOXIPAST 243 ,EPOXIPAST ROJO 243 25KG 1H2,FRED COLOR SL
786887,238949,EPOXIPAST ROJO 243 25KG 1H2,EPOXIPAST ROJO 243 25KG 1H2,FRED COLOR SL
786887,238950,GREEN EPOXIPAST 17 ,EPOXIPAST VERDE 17 25KG 1H2,FRED COLOR SL
786887,238950,EPOXIPAST VERDE 17 25KG 1H2,EPOXIPAST VERDE 17 25KG 1H2,FRED COLOR SL
786887,238951,GREEN EPOXIPAST 7 ,EPOXIPAST VERDE 7 25KG 1H2,FRED COLOR SL
786887,238951,EPOXIPAST VERDE 7 25KG 1H2,EPOXIPAST VERDE 7 25KG 1H2,FRED COLOR SL
786887,258704,EMULPAST BLACK BETTOR 11 ,Emulpast Black 11 25KG 1H2,FRED COLOR SL
786887,258704,Emulpast Black 11 25KG 1H2,Emulpast Negro BET 11 ER 25KG 1H2,FRED COLOR SL
786887,573651,GRIS MEDIPLAST HGB 12B14 ,GRIS MEDIPLAST HGB 25KG 5M2,FRED COLOR SL
786887,708927,WHITE EPOXIPAST 6 ,EPOXIPAST BLANCO 6 25KG 3H1,FRED COLOR SL
786887,832842,EMULPAST AZUL 153 LC ,EMULPAST AZUL 153 LC 25KG 1A2,FRED COLOR SL
786945,237661,"BLUMEROX  AZUL 500, SA 25kg 5M1","BLUMEROX  AZUL 500, SA 25kg 5M1","Badrinas, S.A."
786945,237661,BLUMEROX BLUE 500 ,"BLUMEROX  AZUL 500, SA 25kg 5M1","Badrinas, S.A."
786945,237661,BLUMEROX BLUE 500 ,AZUL 500 (BLUMEROX),"Badrinas, S.A."
786950,274614,VEBE DP 889 S 1200kg 31HA,VEBE DP 889 S 1200kg 31HA,B.G.B. GIOVANNI BOZZETTO
786950,274614,VEBE DP 889 S ,VEBE DP 889 S 1200kg 31HA,B.G.B. GIOVANNI BOZZETTO S.A.
786950,299019,SODIUM NAPHTHALENE-2-SULPHONATE,SODIUM NAPHTHALENE-2-SULPHONATE,B.G.B. GIOVANNI BOZZETTO
786950,299019,sodium salt of B-naphthalene-sulphonic acids condensed with formaldhyde ,SODIUM NAPHTHALENE-2-SULPHONATE,B.G.B. GIOVANNI BOZZETTO S.A.
786961,240322,"Cement, alumina, chemicals ",CALCIUM ALUMINATE 25KG 5M1,"CEMENTOS MOLINS INDUSTRIAL,S.A"
786961,240322,CEM ELECTROLAND 1KG 5M1,CEM ELECTROLAND 1KG 5M1,CEMENTOS MOLINS INDUSTRI
786961,240322,"Cement, alumina, chemicals ",CEM ELECTROLAND 1KG 5M1,"CEMENTOS MOLINS INDUSTRIAL,S.A"
786961,240322,CEM ELECTROLAND Bulk,CEM ELECTROLAND Bulk,CEMENTOS MOLINS INDUSTRI
786961,240322,"Cement, alumina, chemicals ",CEM ELECTROLAND Bulk,"CEMENTOS MOLINS INDUSTRIAL,S.A"
787078,274488,"Fumes, silica ","MICROFU. Ferropem-Laudun,DM 25KG 5M1",FERROPEM S.A.S.
787078,274488,"MICROFU. Ferropem-Laudun,DM 500KG 13H1","MICROFU. Ferropem-Laudun,DM 500KG 13H1",FERROPEM S.A.S.
787078,274488,"Fumes, silica ","MICROFU. Ferropem-Laudun,DM 500KG 13H1",FERROPEM S.A.S.
787078,828950,"Fumes, silica ",SILICA FUME undensif.,FERROPEM S.A.S.
787078,828950,"Fumes, silica ",SILICA FUME densified,FERROPEM S.A.S.
787456,237685,"Quartz (SiO2) 0,7 MM (NAM;BI)","ARENA 0,7 MM / S25",SIBELCO MINERALES SA
787456,237685,"ARENA 0,7 MM / S25","ARENA 0,7 MM / S25",SIBELCO MINERALES SA
787456,237685,"Quartz (SiO2) 0,7 MM (NAM;BI)","SAND 0,7 MS 25KG 5M1",SIBELCO MINERALES SA
787456,237685,"SAND 0,7 MS 25KG 5M1","ARENA 0,7 MS 25KG 5M1",SIBELCO MINERALES SA
787456,237705,Quartz (SiO2) (NAM;BI),ARENA F 55 / DU 32S,SIBELCO MINERALES SA
787456,237705,ARENA F 55 / DU 32S,ARENA F 55 / DU 32S,SIBELCO MINERALES SA
787456,237707,Quartz (SiO2) (NAM;BI),ARENA L 105/115,SIBELCO MINERALES SA
787456,237707,ARENA L 105/115,ARENA L 105/115,SIBELCO MINERALES SA
787456,237707,Quartz (SiO2) (NAM;BI),ARENA L 105/115 25KG 5H4,SIBELCO MINERALES SA
787456,237707,ARENA L 105/115 25KG 5H4,ARENA L 105/115 25KG 5H4,SIBELCO MINERALES SA
787456,237709,Quartz (SiO2) (NAM;BI),ARENA L 70/80 / CU-70,SIBELCO MINERALES SA
787456,237709,ARENA L 70/80 / CU-70,ARENA L 70/80 / CU-70,SIBELCO MINERALES SA
787456,237709,Quartz (SiO2) (NAM;BI),ARENA L 70/80 25kg 5M1,SIBELCO MINERALES SA
787456,237709,ARENA L 70/80 25kg 5M1,ARENA L 70/80 25KG 5M1,SIBELCO MINERALES SA
787456,237710,ARENA L-50/60 MTOP F18,ARENA L-50/60 MTOP F18,SIBELCO MINERALES SA
787456,237710,ARENA L-50/60 MTOP F18 25kg 5M1,ARENA L-50/60 MTOP F18 25KG 5M1,SIBELCO MINERALES SA
787456,734058,Quartz (SiO2) (NAM;BI),QUARTZ U-Q6 1000KG 5M1,SIBELCO MINERALES SA
787456,734058,Quartz (SiO2) (NAM;BI),QUARTZ U-Q6 25KG 5M1,SIBELCO MINERALES SA
787467,237667,"ARENA 0,5-1 1kg 5M1","ARENA 0,5-1 1KG 5M1",ARENAS INDUSTRIALES DE M
787467,237667,"SAND 0,5 - 1 ","ARENA 0,5-1 1kg 5M1",ARENAS INDUSTRIALES DE MONTORIO SA
787467,237701,ARENA 1/2    cisterna 1KG 5M1,ARENA 1/2    cisterna 1KG 5M1,ARENAS INDUSTRIALES DE M
787467,237701,Quartz (SiO2) (NAM;BI),ARENA 1/2    cisterna 1KG 5M1,ARENAS INDUSTRIALES DE MONTORIO SA
787467,335169,ARENA 2-3,ARENA 2-3,ARENAS INDUSTRIALES DE M
787467,335169,Quartz (SiO2) (NAM;BI),ARENA 2-3,ARENAS INDUSTRIALES DE MONTORIO SA
787523,238386,MICROPERL ,SOVITEC AC 25KG 5M1,SOVITEC IBERICA S.A.U.
787523,238386,SOVITEC AC 25KG 5M1,SOVITEC AC 25KG 5M1,SOVITEC IBERICA S.A.U.
787610,343774,Calcium oxide ,CAL VIVA MOLIDA EB 16KG 5M1,CAL DE CASTILLA SA
787610,343774,CAL VIVA MOLIDA EB 16KG 5M1,CAL VIVA MOLIDA EB 16KG 5M1,CAL DE CASTILLA SA
787610,343774,Calcium oxide ,CAL VIVA MOLIDA EB 20KG 5M1,CAL DE CASTILLA SA
787610,343774,CAL VIVA MOLIDA EB 20KG 5M1,CAL VIVA MOLIDA EB 20KG 5M1,CAL DE CASTILLA SA
787612,258931,DISTILLED WATER ,AGUA DESTILADA 1000kg 31H1,JPS SCP
787612,258931,AGUA DESTILADA 1000kg 31H1,AGUA DESTILADA 1000kg 31H1,JPS SCP
787776,30721,Barium sulfate ,BARIS.9025/BARITA 5B/PORTB15 1200KG 13H1,MINERALS I DERIVATS SA
787776,30721,BARIS.9025/BARITA 5B/PORTB15 1200KG 13H1,BARIS.9025/BARITA 5B/PORTB15 1200KG 13H1,MINERALS I DERIVATS SA
787776,30721,BARISTAR9025/BARITA 5B/PORTB15 25KG 5M1,BARISTAR9025/BARITA 5B/PORTB15 25KG 5M1,MINERALS I DERIVATS SA
787776,30721,Barium sulfate ,BARISTAR9025/BARITA 5B/PORTB15 25KG 5M1,MINERALS I DERIVATS SA
787776,30721,BARISTAR9025/BARITA 5B/PORTB15 25KG 5M1,BARISTAR9025/BARITA 5B/PORTB15 25KG 5M1,MINERALS I DERIVATS SA
787776,79950,"BARYTE 15 EXTRA, 1100KG","BARYTE 15 EXTRA, 1100 kg",MINERALS I DERIVATS SA
787776,79950,Zusatzmittel 95540 ,"BARYTE 15 EXTRA, 1100KG",MINERALS I DERIVATS SA
787776,79950,BARYTE 15 EXTRA 1250KG 13H2,BARYTE 15 EXTRA 1250KG 13H2,MINERALS I DERIVATS SA
787776,79950,Zusatzmittel 95540 ,BARYTE 15 EXTRA 1250KG 13H2,MINERALS I DERIVATS SA
787776,237704,MAFIX 10 25KG 5M1,MAFIX 10 25KG 5M1,MINERALS I DERIVATS SA
787776,237704,Quartz (SiO2) (NAM;BI),MAFIX 10 25KG 5M1,MINERALS I DERIVATS SA
787776,237704,MAFIX 10 25KG 5M1,MAFIX 10 25KG 5M1,MINERALS I DERIVATS SA
787893,238372,ALUMINIUM SILICATE ,CORINDON J 25 / CORINDON MNRG 12-14,IBORCA 2000 SL
787931,66064,ACIDO TARTARICO 1000KG 13H1,ACIDO TARTARICO 1000KG 13H1,COMERCIAL QUIMICA SARASA
787931,66064,L-(+)-Tartaric Acid (NAM;BI),ACIDO TARTARICO 1000KG 13H1,COMERCIAL QUIMICA SARASA SL
787931,66064,ACIDO TARTARICO 25KG 5M2,ACIDO TARTARICO 25KG 5M2,COMERCIAL QUIMICA SARASA
787931,66064,L-(+)-Tartaric Acid (NAM;BI),ACIDO TARTARICO 25KG 5M2,COMERCIAL QUIMICA SARASA SL
789185,321742,EFA-FÜLLER WD/E 1000KG 13H2,EFA-FÜLLER WD/E 1000KG 13H2,BauMineral GmbH
789185,321742,Ashes (residues) (NAM;BI),EFA-FÜLLER WD/E 1000KG 13H2,BauMineral GmbH
789185,321742,EFA-FULLER D4 1000KG 13H4,EFA-FULLER D4 1000KG 13H4,BauMineral GmbH
789185,321742,Ashes (residues) (NAM;BI),EFA-FULLER D4 1000KG 13H4,BauMineral GmbH
78983,267626,Talloil fatty acid ,Sylfat 2F 930KG 31H1,IMCD UK Limited
78983,267626,Sylfat 2F 930KG 31H1,Sylfat 2F 930KG 31H1,IMCD UK Limited
78983,268773,DABCO 33 LV CATALYST ,DABCO 33 LV KA 20kg 3H1,IMCD UK Limited
